FONTE,TIPO,ID,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,1894333931411941,Alexandre Tagliari Lazzaretti,COMPLETO,"Minerac&amp;#807;a&amp;#771;o de Dados Para Inferir Padro&amp;#771;es Associados aos Feno&amp;#770;menos: El Nin&amp;#771;o, La Nin&amp;#771;a e Anos Neutros",2012,Português,VIII Escola Regional de Banco de Dados,Curitiba/PR,2012,"['LAZZARETTI, A. T.;LAZZARETTI, A.T.;LAZZARETTI, ALEXANDRE TAGLIARI and', 'FERNADES, J. M. C. and', 'PAVAN, W. and']"
LATTES,TRAB.EVENTO,1894333931411941,Alexandre Tagliari Lazzaretti,COMPLETO,XDCL 1.1: Uma Proposta de Linguagem de Definição de Restrições de Integridade de Domínio em Documentos XML,2008,Português,IV Escola Regional de Banco de Dados,Florianópolis/SC,2008,"['LAZZARETTI, A. T.;LAZZARETTI, A.T.;LAZZARETTI, ALEXANDRE TAGLIARI and']"
LATTES,TRAB.EVENTO,1894333931411941,Alexandre Tagliari Lazzaretti,COMPLETO,CSDC - Uma Ferramenta de Conversão de Scripts SQL em Diagrama de Classes,2014,Português,I Simpósio da Tecnologia da Informação do IFSUL Passo Fundo,Passo Fundo,2014,"['GOERGEN, J. L. and', 'LAZZARETTI, A. T.;LAZZARETTI, A.T.;LAZZARETTI, ALEXANDRE TAGLIARI and']"
LATTES,TRAB.EVENTO,1894333931411941,Alexandre Tagliari Lazzaretti,RESUMO,Implementação de Uma Ferramenta de Integração de Dados Aplicado a Dados Meteorológicos,2014,Português,EATI - V Encontro Anual de Tecnologia da Informação,Frederico Westphalen,2014,"['GROSS, M. L. and', 'SOARES, J. E. and', 'LAZZARETTI, A. T.;LAZZARETTI, A.T.;LAZZARETTI, ALEXANDRE TAGLIARI and']"
LATTES,TRAB.EVENTO,1894333931411941,Alexandre Tagliari Lazzaretti,COMPLETO,AgroDB ? Integration of Database Management Systems with Crop Models,2016,Inglês,Proceedings of the 8th International Congress on Environmental Modelling and Software,Tolouse,2016,"['LAZZARETTI, A.T. and', 'FERNADES, J. M. C. and', 'PAVAN, W. and', 'TOEBE, J. and', 'WIEST, R. and']"
LATTES,TRAB.EVENTO,1894333931411941,Alexandre Tagliari Lazzaretti,RESUMO,TrapSystem - Uma Aplicação para Gerenciamento de Dados Coletados a Partir de Armadilhas de Insetos,2016,Português,10a Reunião da Comissão de Trigo e Triticale,Londrina - PR,2016,"['LAZZARETTI, A.T. and', 'LAU, D. and', 'FERNANDES, J.M. and', 'BAVARESCO, J. L. B. and', 'WIEST, R. and', 'SCHAEFER, F. and']"
LATTES,TRAB.EVENTO,1894333931411941,Alexandre Tagliari Lazzaretti,RESUMO,A WEATHER-BASED DECISION SUPPORT TOOL FOR PREDICTING WHEAT BLAST OUTBREAKS,2016,Português,"Weather &amp; Climate Decision Tools for Farmers, Ranchers &amp; Land Managers",Gainesville,2016,"['LAZZARETTI, A.T. and', 'FERNANDES, J.M. and', 'BAVARESCO, J. L. B. and', 'PAVAN, W. and']"
LATTES,TRAB.EVENTO,1894333931411941,Alexandre Tagliari Lazzaretti,RESUMO,"PLATAFORMA INTEGRADA PARA MONITORAMENTO, SIMULAÇÃO E TOMADA DE DECISÃO NO MANEJO DE EPIDEMIAS CAUSADAS POR VÍRUS TRANSMITIDOS POR INSETOS",2017,Português,XI Comissão Brasileira de Trigo e Triticale,Cascavel,2017,"['LAZZARETTI, A.T. and']"
LATTES,TRAB.EVENTO,1894333931411941,Alexandre Tagliari Lazzaretti,COMPLETO,Ferramenta para Identificação e Classificação de Afídeos Utilizando Momentos Invariantes de Hu e Redes Neurais Artificiais,2018,Português,I Congresso da Tecnologia da Informação do IFSUL Passo Fundo,Passo Fundo,2018,"['LAZZARETTI, A. T. and']"
LATTES,TRAB.EVENTO,1894333931411941,Alexandre Tagliari Lazzaretti,COMPLETO,Uma Ferramenta de Validação e Visualização de Restrições de Integridade,2018,Português,I Congresso da Tecnologia da Informação do IFSUL Passo Fundo,Passo Fundo,2018,"['LAZZARETTI, A. T. and']"
LATTES,TRAB.EVENTO,1894333931411941,Alexandre Tagliari Lazzaretti,COMPLETO,Comparac &amp;#807;a &amp;#771;o de Performance entre o PostgreSQL e o MongoDB,2019,Português,II Congresso de Tecnologia da Informação do IFSUL Passo Fundo,Passo Fundo,2019,"['LAZZARETTI, A.T. and']"
LATTES,TRAB.EVENTO,1894333931411941,Alexandre Tagliari Lazzaretti,RESUMO,A Weather-Based Simulation Model for Wheat Blast Incidence,2016,Inglês,Book Of Abstracts,Florianópolis,2016,"['BAVARESCO, J. L. B. and', 'LAZZARETTI, A.T. and', 'FERNADES, J. M. C. and', 'PAVAN, W. and']"
