evento journal
"2014 International Conference on Advances in Databases, Knowledge, and Data Applications"
2014 International Symposium on Computer Architecture and High Performance Computing Workshop
2015 29th Brazilian Symposium on Software Engineering
2015 IEEE 11th International Conference on e-Science
2015 IEEE 24th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises
2015 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE)
2015 IEEE Symposium on Computers and Communication (ISCC)
2015 Latin America Congress on Computational Intelligence (LA-CCI)
"2015 Ninth International Conference on Complex, Intelligent, and Software Intensive Systems"
2016 30th International Conference on Advanced Information Networking and Applications Workshops (WAINA)
2016 5th Brazilian Conference on Intelligent Systems (BRACIS)
2016 5th Brazilian Conference on Intelligent Systems (BRACIS)
2016 5th Brazilian Conference on Intelligent Systems (BRACIS)
2016 IEEE 19th International Conference on Intelligent Transportation Systems (ITSC)
2016 IEEE 19th International Conference on Intelligent Transportation Systems (ITSC)
2016 IEEE 19th International Conference on Intelligent Transportation Systems (ITSC)
2016 IEEE 25th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)
2016 IEEE 25th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)
2016 IEEE 25th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)
2016 IEEE International Conference on Automatica (ICA-ACCA)
2016 IEEE International Conference on Cloud Computing Technology and Science (CloudCom)
2016 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE)
"2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)"
2017 IEEE 26th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)
2017 IEEE 26th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)
2017 IEEE International Conference on Big Data (Big Data)
2017 IEEE International Conference on Big Data (Big Data)
2017 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE)
2017 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE)
"2017 IEEE International Conference on Internet of Things (iThings) and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data (SmartData)"
2017 IEEE Symposium on Computers and Communications (ISCC)
2017 IFIP/IEEE Symposium on Integrated Network and Service Management (IM)
2017 Joint 17th World Congress of International Fuzzy Systems Association and 9th International Conference on Soft Computing and Intelligent Systems (IFSA-SCIS)
2018 44th Euromicro Conference on Software Engineering and Advanced Applications (SEAA)
2018 IEEE 17th International Symposium on Network Computing and Applications (NCA)
2018 IEEE 17th International Symposium on Network Computing and Applications (NCA)
2018 IEEE 32nd International Conference on Advanced Information Networking and Applications (AINA)
2018 IEEE 32nd International Conference on Advanced Information Networking and Applications (AINA)
2018 IEEE 32nd International Conference on Advanced Information Networking and Applications (AINA)
2018 IEEE 32nd International Conference on Advanced Information Networking and Applications (AINA)
2018 IEEE Congress on Evolutionary Computation (CEC)
2018 IEEE Global Communications Conference (GLOBECOM)
2018 IEEE International Conference on Communications (ICC)
2018 IEEE International Conference on Communications (ICC)
2018 IEEE International Conference on Information Reuse and Integration (IRI)
2018 IEEE International Conference on Intelligence and Security Informatics (ISI)
"2018 IEEE International Conference on Internet of Things (iThings) and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data (SmartData)"
2018 IEEE International Smart Cities Conference (ISC2)
2018 IEEE International Smart Cities Conference (ISC2)
2018 IEEE Symposium on Computers and Communications (ISCC)
2018 IEEE Symposium on Computers and Communications (ISCC)
2018 IEEE Symposium on Computers and Communications (ISCC)
2018 IEEE Symposium on Computers and Communications (ISCC)
2018 IEEE Symposium on Computers and Communications (ISCC)
2018 IEEE/ACM International Conference on Utility and Cloud Computing Companion (UCC Companion)
2018 IEEE/ACM Workflows in Support of Large-Scale Science (WORKS)
2018 International Joint Conference on Neural Networks (IJCNN)
2018 Symposium on High Performance Computing Systems (WSCAD)
2018 Symposium on High Performance Computing Systems (WSCAD)
2018 Symposium on High Performance Computing Systems (WSCAD)
"2019 19th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (CCGRID)"
2019 Conference Proceedings
2019 IEEE 20th International Conference on Information Reuse and Integration for Data Science (IRI)
2019 IEEE 28th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)
2019 IEEE 28th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)
2019 IEEE 31st International Conference on Tools with Artificial Intelligence (ICTAI)
2019 IEEE 32nd International Symposium on Computer-Based Medical Systems (CBMS)
2019 IEEE Global Communications Conference (GLOBECOM)
2019 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW)
2019 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW)
2019 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW)
2019 IEEE Symposium on Computers and Communications (ISCC)
2019 IEEE/ACS 16th International Conference on Computer Systems and Applications (AICCSA)
2019: Anais do XLVI Seminário Integrado de Software e Hardware
20ª Workshop de Informática na Escola (WIE 2014)
20o Congresso Brasileiro de Automática
20o Simpósio Brasileiro de Banco de Dados
20th IEEE International Workshops on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)
20th International Congress of Mechanical Engineering
21st European Conference on Information Systems
21st IEEE Symposium on Computers and Communications
21st International Conference on Software Engineering &amp; Knowledge Engineering
22 Simpósio Brasileiro de Informática na Educação
22nd International Conference on Database and Expert Systems Applications (DEXA'11)
22o Congresso Brasileiro de Engenharia Sanitária e Ambiental - Resumo dos trabalhos técnicos
22o Congresso Brasileiro de Engenharia Sanitária e Ambiental - Resumo dos Trabalhos Técnicos
22o Congresso Brasileiro de Engenharia Sanitária e Ambiental - Resumo dos Trabalhos Técnicos
22o Congresso Brasileiro de Engenharia Sanitária e Ambiental - Resumo dos Trabalhos Técnicos
22o Congresso Brasileiro de Engenharia Sanitária e Ambiental. CD Rom
22o Congresso Brasileiro de Engenharia Sanitária e Ambiental. CD Rom
22o Congresso Brasileiro de Engenharia Sanitária e Ambiental. CD Rom
22o Congresso Brasileiro de Engenharia Sanitária e Ambiental. CD Rom
22º Workshop de Informática na Escola (WIE 2016)
23ª Jornada Acadêmica Integrada
23º Congresso Brasileiro de Engenharia Sanitária e Ambiental - CD-Rom
23rd IEEE International Symposium on Industrial Electronics
24th ISIE
24th ISIE
25 Congresso Brasileiro de Engenharia Sanitária e Ambiental
25 Congresso Brasileiro de Engenharia Sanitária e Ambiental
25 Congresso Brasileiro de Engenharia Sanitária e Ambiental
25 Congresso Brasileiro de Engenharia Sanitária e Ambiental
25 Congresso Brasileiro de Engenharia Sanitária e Ambiental
25 Congresso Brasileiro de Engenharia Sanitária e Ambiental
25ª Jornada Acadêmica Integrada
26ª JAI
26ª JAI
26ª JAI
26º Congresso Brasileiro de Engenharia Sanitária e Ambiental
26º Congresso Brasileiro de Engenharia Sanitária e Ambiental
26º Congresso Brasileiro de Engenharia Sanitária e Ambiental
26º Congresso Brasileiro de Engenharia Sanitária e Ambiental
26º Congresso Brasileiro de Engenharia Sanitária e Ambiental
26º Congresso Brasileiro de Engenharia Sanitária e Ambiental
26º Congresso Brasileiro de Engenharia Sanitária e Ambiental
26º Congresso Brasileiro de Engenharia Sanitária e Ambiental
26º Congresso Brasileiro de Engenharia Sanitária e Ambiental
26º Congresso Brasileiro de Engenharia Sanitária e Ambiental
26º Congresso Brasileiro de Engenharia Sanitária e Ambiental
26º Congresso Brasileiro de Engenharia Sanitária e Ambiental
26º Congresso Brasileiro de Engenharia Sanitária e Ambiental
26º Congresso Brasileiro de Engenharia Sanitária e Ambiental
"26th International Conference on Database and EXpert Systems Applications (DEXA) 2015, Valencia, Spain, September 1-4, 2015"
27° SIC UDESC
27ª JAI
27ª JAI
27ª JAI
27ª JAI
27ª JAI
27ª JAI
27th International Joint Conference on Artificial Intelligence and the 23rd European Conference on Artificial Intelligence
28° SIC UDESC
28ª JAI
28ª JAI
28º JAI
28th Annual Conference of IEEE Industrial Electronics Society
28th Annual Conference of IEEE Industrial Electronics Society
28th Brazilian Symposium on Databases - Short Papers Proceedings
28th Brazilian Symposium on Databases - Thesis and Dissertation Workshop (WTDBD) Proceedings
28th IEEE International Symposium on Computer-Based Medical Systems
29° SIC UDESC
29ª JAI
29ª JAI
29ª JAI
29ª JAI
29ª JAI
29º Seminário de Extensão Universitária da Região Sul
2ª SEAC - Vencendo a crise com o conhecimento
2nd International Conference on Data Management in Grid and P2P Systems
2nd International Syposium on Residue Management in Universities - Book of Abstracts
2nd workshop on Human Language Technologies for Iberian languages (IberEval2017)
2nd Workshop on Many-Task Computing on Grids and Supercomputers
2º CONEPRO-SUL
2º CONEPRO-SUL
2º Congresso Internacional de Tecnologias para o Meio Ambiente
2º Congresso Internacional de Tecnologias para o Meio Ambiente
2º Congresso Internacional de Tecnologias para o Meio Ambiente
2º Congresso Internacional de Tecnologias para o Meio Ambiente
2º Congresso Internacional de Tecnologias para o Meio Ambiente
2º Congresso Internacional de Tecnologias para o Meio Ambiente
2º Congresso Internacional de Tecnologias para o Meio Ambiente
2º Fórum Extensão Conta
2º Simpósio Brasileiro de Engenharia Ambiental - Livro de Resumos
2o Simpósio Brasileiro de Engenharia Ambiental - Livro de Resumos
30ª JAI
30ª JAI
30th IEEE International Symposium on Computer-Based Medical Systems
32º Congresso Nacional de Matemática Aplicada e Computacional
33ª JAI
33ª JAI
33ª JAI
33ª JAI
"33rd Annual Brazilian Symposium on Databases, SBBD 2018, Rio de Janeiro, RJ, Brazil, August 25-26, 2018"
"33rd Annual Brazilian Symposium on Databases, SBBD 2018, Rio de Janeiro, RJ, Brazil, August 25-26, 2018"
33rd Annual Brazilian Symposium on Databases: Proceeedings Companion
"33rd Annual IEEE Power Electronics Specialists Conference (PESC 02),"
34ª JAI
34ª JAI
34ª JAI
34ª JAI
34ª JAI
34ª JAI
34th ACM Symposium on Applied Computing
"35ème Conférence sur la Gestion de Données ? Principes, Technologies et Applications"
35th IECON
35th International Conference of the Chilean Computer Science Society
35th International Conference of the Chilean Computer Science Society
37 thPower Electronics Specialist Conference
"37th Conference of the North American Fuzzy Information Processing Society, NAFIPS 2018, Fortaleza, Brazil, July 4-6, 2018, Proceedings Editors"
38th IECON 2012
38th IECON 2012
39thPower Electronics Specialists Conference
3ª Conferencia Ibérica de Sistemas y Tecnologías de la Información
3º Congresso de Iniciação Científica e Tecnológica do IFSP
3º Congresso Nacional de Iniciação Científica
3º Congresso Nacional de Iniciação Científica - CONIC
3º Encontro Nacional da Rede Alfredo de Carvalho
3rd ICTS4eHealth - ISCC
3rd Workshop on Ontologies and Metamodels in Software and Data Engineering
3rd Workshop on Ontologies and Metamodels in Software and Data Engineering
"41º CONGRESSO BRASILEIRO DE CIÊNCIAS DA COMUNICAÇÃO:Desigualdade, Gênero e Comunicação"
41th Annual Frontiers in Education
44th Annual Conference of the IEEE Industrial Electronics Society
47th Annual Simulation Symposium 2014 (ANSS 2014)
4th BCS-IRSG Symposium on Future Directions in Information Access
4th IFAC Symposium on Telematics Applications
4th IFAC Symposium on Telematics Applications
58ª Reunião Anual da SBPC - CD-Rom
5º Fórum Internacional Ecoinovar
5º Seminário de Eletrônica de Potência e Controle
5th IASTED International Conference on Power and Energy Systems
5th IEEE International Conference on e-Science
5th IEEE International Conference on e-Science
5th IEEE SPEC?19
65ª Reunião Anual da SBPC
6º SEPOC
6º SEPOC
6th Brazilian Conference on Intelligent
6th Demo Session
6th International Symposium on Residue Management in Universities
6th International Symposium on Residue Management in Universities
6th International Symposium on Residue Management in Universities
6th Latin-American Congress of Sedimentology
7 Congresso Floresta Estadual - Florestas: Desenvolvimento e Conservação
7º Congresso Brasileiro de Eletrônica de Potência
7o Congresso Florestal Estadual
7º Congresso Interamericano de Resíduos Sólidos
7th Demo Session
"8º LUSOCOM - Comunicação, Espaço Global e Lusofonia"
"8º LUSOCOM - Comunicação, Espaço Global e Lusofonia"
8th International Symposium on Residue Management in Universities
"9., setembro 5-7, 1994; São Carlos: ICMSC/USP, 1994. 381p."
9° Congresso Brasileiro de Polímeros
9ª Reunião de Estudos Ambientais
9o Congresso Brasileiro de Eletrônica de Potência
9o Congresso Brasileiro de Eletrônica de Potência
9th Congress of Virtual City and Territory
9th CONTECSI
9th CONTECSI
9th IFIP World Conference on Computers in Education (WCCE)
9th INDUSCON
"9th International Technology, Education and Development Conference"
A Ciência e Seus Limites
A Ciência e Seus Limites
"A Ciência e Seus Limites - Anais do IX Simpósio de Ensino, Pesquisa e Extensão"
"A Ciência e Seus Limites - Anais do IX Simpósio de Ensino, Pesquisa e Extensão"
A Data Quality model in a Data Warehouse
A Hybrid model for fraud detection on purchase orders
A model for textual entailment based on linguistic rules
A MODEL FOR UBIQUITOUS SERIOUS GAMES DEVELOPMENT FOCUSED ON PROBLEM BASED LEARNING
A Pesquisa e o Respeito à Diversidade
A Proposal of Dynamic Content Search in aUbiquitous Tourist Guid
A Transdiciplinaridade da Pesquisa na Universidade
A Workflow-based Environment to manage Software-Testing Process Executions
AAPG
AAPG Annual Meeting
ABCLINGO: Integrando Jogos Se&amp;#769;rios e Minerac&amp;#807;a&amp;#771;o de Dados Educacionais no Apoio ao Letramento
ABRAPCORP: Teorias e Métodos de Pesquisa em Comunicação Organizacional e Relações Públicas: entre a tradição e a inovação
Abstracts
Abstracts
Abstracts of XI International Conference on Enginnering and Technology Education
ACHI 2017
ACHI 2017
ACM COMPUTING SURVEYS
ACM COMPUTING SURVEYS
ACM Symposium on Document Engineering
ACM TRANSACTIONS ON ACCESSIBLE COMPUTING (TACCESS)
ACM Transactions on Information Systems
ACM Transactions on Internet Technology
ACM Transactions on the Web
ACM Transactions on the Web
ACM Transactions on the Web
Acta de Resúmenes de VIII Congreso Argentino de Ciências de la Computación
Actas do Congreso Internacional Lusocom 2006
Actas do XATA2007
"Actes de la 32ème Conférence sur la Gestion de Données - Principes, Technologies et Applications"
"Actes du 36ème Conférence sur la Gestion de Données Principes, Technologies et Applications"
Ad Hoc Networks
ADIS International Conference on WWW/Internet
Advances and Applications in Bioinformatics and Chemistry
Advances in Artificial Intelligence - IBERAMIA-SBIA 2006
Advances in Bioinformatics and Computational Biology - Lecture Notes in Computer Science
Advances in Computer Graphics
Advances in Databases and Information Systems
Advances in Databases and Information Systems
Advances in Edge Computing: Massive Parallel Processing and Applications
"Advances in Fuzzy Logic and Technology 2017, Advances in Intelligent Systems and Computing"
Advances in Geoinformatics
Advances in Geoinformatics
Advances in Information Technology and Applied Computing
Advances in Intelligent Systems and Computing
Advances in Intelligent Systems and Computing
Advances in Intelligent Systems and Computing
Advances in Intelligent Systems and Computing
Advances in Intelligent Systems and Computing
Advances in Intelligent Systems and Computing
Advances in Intelligent Systems and Computing
Advances in Intelligent Systems and Computing
Advances in Intelligent Systems and Computing
Advances in Intelligent Systems and Computing
ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING
Advances in Intelligent Systems and Computing
Advances in Intelligent Systems and Computing ? 7th International Symposium on Ambient Intelligence (ISAmI 2016)
"Advances in Logic, Artificial Intelligence and Robotics"
Advances in Wireless Technologies and Telecommunication
Advances in Wireless Technologies and Telecommunication
African Journal of Business Management
Agrária (Recife. Online)
Águas Subterrâneas
Águas Subterrâneas
AH 2004: Workshop Proceedings
Aianda da XXX Jornada Acadêmica Integrada - JAI
ALAIC 2014
ALE 2014 Workbook
Altas
Altas
Altas
Altas
AMBIENTUR - Anais do Evento
AMBIENTUR - Anais do Evento
Anais
Anais
Anais
Anais
Anais
Anais
Anais
Anais
Anais
Anais
Anais
Anais
Anais
Anais
Anais
Anais
Anais
Anais
Anais
ANAIS
Anais
Anais - I Simpósio Brasileiro de Sistemas de Informação
Anais - Simpósio Luso-Brasileiro de Engenharia Sanitária e Ambiental
Anais - Volume 01 - 9ª Reunião de Estudos Ambientaos
Anais . . .
Anais . . .
Anais . . .
Anais ...
Anais ... Simpósio Brasileiro de Engenharia Ambiental
Anais ... Simpósio Brasileiro de Engenharia Ambiental
Anais ... Simpósio Brasileiro de Engenharia Ambiental
Anais ... Simpósio Brasileiro de Engenharia Ambiental
Anais ... Simpósio Brasileiro de Engenharia Ambiental
Anais / I Escola Regional de Banco de Dados
Anais / II Escola Regional de Banco de Dados - ERBD 2006
ANAIS / III Escola Regional de Banco de Dados - ERBD 2007
ANAIS 14 ENaSB - SILUBESA
ANAIS 14 ENaSB - SILUBESA
ANAIS 14 ENaSB - SILUBESA
ANAIS 14 ENaSB - SILUBESA - Resumos
ANAIS 14 ENaSB - SILUBESA - Resumos
ANAIS 14 ENaSB - SILUBESA - Resumos
Anais 25ª JAI
Anais 25ª JAI
Anais 34o Seminário de Extensão Universitária da Região Sul
Anais 6ª MOEPEX
Anais Ambientur 2013
Anais Congrega URCAMP 2011
"Anais da 13ª Mostratec: Mostra de Ensino, Pesquisa e Extensão do IFRS - Campus Porto alegre"
Anais da 13a. Escola Regional de Alto Desempenho do Estado do Rio Grande do Sul (ERAD-RS 2013)
Anais da 14a. Escola Regional de Alto Desempenho do Estado do Rio Grande do Sul
Anais da 16ª Escola Regional de Redes de Computadores (ERRC)
"Anais da 19ª Mostra de Ensino, Pesquisa e Extensão IFRS Campus Porto Alegre"
Anais da 1ª CONFERÊNCIA INTERNACIONAL DE SUSTENTABILIDADE E INOVAÇÃO
Anais da 1a Escola NanoMundo
Anais da 27a Jornada Acadêmica Integrada
Anais da 28a Jornada Acadêmica Integrada
Anais da 29a. Jornada Acadêmica Integrada da UFSM
Anais da 2ª Conferência Ibérica de Sistemas e Tecnologias de Informação
Anais da 2ª SEAC
"Anais da 2a. Mostra de Iniciação científica e 2a. Jornada de Pós-Graduação, Pesquisa e Extensão"
"Anais da 2a. Mostra de Iniciação científica e 2a. Jornada de Pós-Graduação, Pesquisa e Extensão"
"Anais da 2a. Mostra de Iniciação científica e 2a. Jornada de Pós-Graduação, Pesquisa e Extensão"
Anais da 32ª Jornada Acadêmica Integrada
Anais da 32ª Jornada Acadêmica Integrada
Anais da 34ª Jornada Acadêmica Integrada
Anais da 5ª Reunião de Estudos Ambientais
Anais da 6ª MOEPEX
Anais da 6ª MOEPEX
"Anais da 6ª Mostra de Ensino, Pesquisa e Extensão"
Anais da 7ª MOEPEX
Anais da 7ª MOEPEX
Anais da 7ª MOEPEX
Anais da 7ª MOEPEX
Anais da 7ª MOEPEX
Anais da 7ª MOEPEX
Anais da 8ª MOEPEX
Anais da 8ª MOEPEX
Anais da 8ª MOEPEX
Anais da 8ª MOEPEX
Anais da 8ª MOEPEX
Anais da 8ª MOEPEX
Anais da 8ª MOEPEX
Anais da 8ª MOEPEX
Anais da 8ª MOEPEX
Anais da 9ª Reunião de Estudos Ambientais
Anais da 9a. Escola Reginal de Alto Desempenho
Anais da Academia Brasileira de Ciências
Anais da Conferência Ibero Americana Computação Aplicada 2013
Anais da Conferência Ibero Americana Computação Aplicada 2013
Anais da Conferência Web W3C Brasil
Anais da ERBD 2006
Anais da ERBD 2008
Anais da ERBD 2008
Anais da ERBD 2016
Anais da Escola Regional de Banco de Dados
Anais da Escola Regional de Banco de Dados
Anais da Escola Regional de Banco de Dados
Anais da Escola Regional de Banco de Dados
Anais da Escola Regional de Banco de Dados (ERBD)
Anais da Escola Regional de Banco de Dados (Trilha: Aplicações/Experiências)
Anais da Escola Regional de Banco de Dados (Trilha: Aplicações/Experiências)
Anais da Escola Regional de Banco de Dados 2010
Anais da Escola Regional de Banco de Dados-ERBD2005
Anais da I Escola Regional de Banco de Dados
Anais da I Escola Regional de Sistemas de Informação ? RJ (ERSI-RJ 2014)
Anais da I Jornada de Bioinformática do Rio de Janeiro
Anais da I Jornada de Pós-Graduação e Iniciação Científica
Anais da I Jornada de Pós-Graduação e Iniciação Científica
Anais da I Jornada de Pós-Graduação e Iniciação Científica
Anais da I Jornada de Pós-Graduação e Iniciação Científica
Anais da I MoPEx Mostra de Pesquisa e Extensão do IFRS - Campus Ibirubá
Anais da I Sessão de Ferramentas do SBBD
Anais da II Escola Regional de Alto Desempenho do Rio de Janeiro
Anais da II Escola Regional de Alto Desempenho do Rio de Janeiro
Anais da II Escola Regional de Alto Desempenho do Rio de Janeiro
Anais da II Escola Regional de Banco de Dados
Anais da II Escola Regional de Banco de Dados
Anais da II Escola Regional de Banco de Dados
Anais da II JPOS
Anais da II Mostra Pedagógica de Ciências
Anais da II Mostra Pedagógica de Ciências
Anais da III Escola Regional de Banco de Dados (ERBD)
Anais da III Escola Regional de Banco de Dados ERBD 2007
Anais da III JIPEE
Anais da III Mostra Integrada de Iniciação Científica
ANAIS DA III SEMANA ACADÊMICA DO PROGRAMA DE P´S-GRADUAÇÃO
Anais da IV Escola Regional de Banco de Dados
Anais da IV Escola Regional de Sistemas de Informação do Rio de Janeiro
Anais da IV JIPEE
Anais da IV Mostra Integrada de Iniciação Científica
Anais da IX Escola Regional de Banco de Dados
Anais da IX Mostra Integrada de Iniciação Científica III Salão de Pesquisa III Salão Jovem
Anais da IX MPU
Anais da MPU 2012
Anais da Sessão de Demonstrações e Aplicações do XXXIII Simpósio Brasileiro de Banco de Dados
Anais da Sessão de Demonstrações e Aplicações do XXXIII Simpósio Brasileiro de Banco de Dados
Anais da Sessão de Demonstrações e Aplicações do XXXIV Simpósio Brasileiro de Banco de Dados
Anais da Sessão de Demonstrações e Aplicações do XXXIV Simpósio Brasileiro de Banco de Dados
Anais da Sessão de Demos do Simpósio Brasileiro de Banco de Dados
Anais da Sessão de Demos do XXIX Simpósio Brasileiro de Banco de Dados
Anais da V Conferência Sul em Modelagem Computacional
Anais da V ERBD
Anais da V ERBD
Anais da V Escola Regional de Banco de Dados
ANAIS DA V MOSTRA INTEGRADA DE INICIAÇÃO CIENTÍFICA
ANAIS DA V MOSTRA INTEGRADA DE INICIAÇÃO CIENTÍFICA
Anais da V Mostra Nacional de Iniciação Científica e Tecnológica Interdisciplinar (V MICTI) e II Mostra de Pesquisa e Extensão do IF Catarinense
Anais da V Mostra Nacional de Iniciação Científica e Tecnológica Interdisciplinar (V MICTI) e II Mostra de Pesquisa e Extensão do IF Catarinense
Anais da V Mostra Nacional de Iniciação Científica e Tecnológica Interdisciplinar (V MICTI) e II Mostra de Pesquisa e Extensão do IF Catarinense
"Anais da VI Semana de Extensão, Pesquisa e Pós-Graduação - UNIRITTER"
Anais da VI Sessão de Demos - XXVI SBBD
Anais da VII ERBD
Anais da VII ERBD
Anais da VII Escola Regional de Banco de Dados
Anais da VII Jornada de Extensão da UNIJUÍ
Anais da VII Mostra Integrada de Iniciação Científica I Salão de Pesquisa I Salão Jovem
Anais da VII Sessão de Demos - XXIV SBBD
Anais da VII Sessão de Demos - XXIV SBBD
Anais da VIII Escola Regional de Banco de Dados
Anais da VIII Escola Regional de Banco de Dados
Anais da VIII Escola Regional de Banco de Dados
"Anais da VIII Escola Regional de Banco de Dados, 2012."
Anais da VIII Mostra de Trabalhos e Iniciação à Pesquisa
Anais da VIII Mostra de Trabalhos e Iniciação à Pesquisa
Anais da VIII Mostra de Trabalhos e Iniciação à Pesquisa
Anais da VIII Mostra Integrada de Iniciação Científica
Anais da VIII Mostra Integrada de Iniciação Científica
Anais da X MPU
Anais da X MPU
Anais da X MPU
Anais da XI Escola Regional de Banco de Dados
Anais da XI Escola Regional de Banco de Dados
"Anais da XI MPU / FURG, 2012"
"Anais da XI MPU / FURG, 2012"
Anais da XI SEPROSUL
Anais da XII ERBD
Anais da XII Escola Regional de Banco de Dados
Anais da XII Escola Regional de Banco de Dados
Anais da XII ESCOLA REGIONAL DE BANCO DE DADOS
Anais da XII Escola Regional de Banco de Dados
Anais da XII Escola Regional de Banco de Dados.
Anais da XIII Escola Regional de Banco de Dados
Anais da XIII Escola Regional de Banco de Dados
Anais da XIII Escola Regional de Banco de Dados
Anais da XIII Escola Regional de Banco de Dados
Anais da XIII Escola Regional de Banco de Dados
Anais da XIII Semana Científica da Unilasalle (SEFIC)
Anais da XIV Escola Regional de Banco de Dados
Anais da XIV Escola Regional de Banco de Dados
Anais da XIV Escola Regional de Banco de Dados
Anais da XIV Escola Regional de Banco de Dados
