FONTE,TIPO,ID_LATTES,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.1007/s10723-016-9367-x,A Dynamic Cloud Dimensioning Approach for Parallel Scientific Workflows: a Case Study in the Comparative Genomics Domain,2016,Português,Journal of Grid Computing,SEM_DADOS,SEM_DADOS,"['COUTINHO, RAFAELLI and', 'FROTA, YURI and', 'OCAÑA, KARY and', 'OLIVEIRA, DANIEL DE and', 'A. DRUMMOND, LÚCIA M. and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.1002/cpe.3616,Analyzing related raw data files through dataflows,2016,Inglês,Concurrency and Computation,SEM_DADOS,SEM_DADOS,"['SILVA, VÍTOR and', 'DE OLIVEIRA, DANIEL and', 'VALDURIEZ, PATRICK and', 'MATTOSO, MARTA and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.1016/j.future.2016.08.016,Deriving scientific workflows from algebraic experiment lines: A practical approach,2017,Inglês,Future Generation Computer Systems,SEM_DADOS,SEM_DADOS,"['MARINHO, ANDERSON and', 'DE OLIVEIRA, DANIEL and', 'OGASAWARA, EDUARDO and', 'SILVA, VITOR and', 'OCAÑA, KARY and', 'MURTA, LEONARDO and', 'BRAGANHOLO, VANESSA and', 'MATTOSO, MARTA and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.1016/j.future.2017.01.016,Raw data queries during data-intensive parallel workflow execution,2017,Inglês,Future Generation Computer Systems,SEM_DADOS,SEM_DADOS,"['SILVA, VÍTOR and', 'LEITE, JOSÉ and', 'CAMATA, JOSÉ J. and', 'DE OLIVEIRA, DANIEL and', 'COUTINHO, ALVARO L.G.A. and', 'VALDURIEZ, PATRICK and', 'MATTOSO, MARTA and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.1016/j.entcom.2016.12.002,Oh Gosh!! Why is this game so Hard? Identifying Cycle Patterns in 2D Platform Games Using Provenance Data,2017,Inglês,Entertainment Computing,SEM_DADOS,SEM_DADOS,"['DE OLIVEIRA, DANIEL and', 'JACOB, LIDSON and', 'CLUA, ESTEBAN and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.1145/3053372,Managing Provenance of Implicit Data Flows in Scientific Experiments,2017,Inglês,ACM Transactions on Internet Technology,SEM_DADOS,SEM_DADOS,"['NEVES, V. and', 'OCAÑA, K. and', 'OLIVEIRA, D. and', 'MURTA, L. and', 'BRAGANHOLO, V. and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,,Querying Provenance along with Domain Data Using Prolog,2017,Inglês,Journal of Information and Data Management - JIDM,SEM_DADOS,SEM_DADOS,"['OLIVEIRA, W. and', 'OCAÑA, K. and', 'OLIVEIRA, D. and', 'BRAGANHOLO, V. and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.1016/j.future.2017.05.017,A hybrid evolutionary algorithm for task scheduling and data assignment of data-intensive scientific workflows on clouds,2017,Inglês,Future Generation Computer Systems,SEM_DADOS,SEM_DADOS,"['TEYLO, L. and', 'PAULA JUNIOR, U. and', 'FROTA, Y. and', 'OLIVEIRA, D. and', 'DRUMMOND, L. M. A. and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.1145/3184900,Provenance Analytics for Workflow-Based Computational Experiments,2018,Inglês,ACM COMPUTING SURVEYS,SEM_DADOS,SEM_DADOS,"['OLIVEIRA, W. and', 'OLIVEIRA, D. and', 'BRAGANHOLO, V. and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.14778/3229863.3236265,Dfanalyzer,2018,Inglês,Proceedings of the VLDB Endowment,SEM_DADOS,SEM_DADOS,"['SILVA, V. and', 'OLIVEIRA, D. and', 'VALDURIEZ, P. and', 'MATTOSO, M. and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,,Beyond hit-or-miss: a comparative study of synopses for similarity searching,2018,Inglês,Journal of Information and Data Management - JIDM,SEM_DADOS,SEM_DADOS,"['BEDO, M. V. N. and', 'OLIVEIRA, D. and', 'TRAINA, A. and', 'TRAINA, C. and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,,Towards an Empirical Evaluation of Scientific Data Indexing and Querying,2018,Inglês,Journal of Information and Data Management - JIDM,SEM_DADOS,SEM_DADOS,"['GUEDES, T. and', 'SILVA, V. and', 'CAMATA, J. and', 'BEDO, M. V. N. and', 'MATTOSO, M. and', 'OLIVEIRA, D. and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.1016/j.future.2019.01.051,A Provenance-based heuristic for preserving results confidentiality in cloud-based scientific workflows,2019,Inglês,Future Generation Computer Systems,SEM_DADOS,SEM_DADOS,"['GUERINE, M. and', 'STOCKINGER, M. B. and', 'ROSSETI, I. and', 'SIMONETTI, L. G. and', 'OCAÑA, K. and', 'PLASTINO, A. and', 'OLIVEIRA, D. and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.1016/j.cmpb.2019.105079,A superpixel-driven deep learning approach for the analysis of dermatological wounds,2020,Inglês,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,SEM_DADOS,SEM_DADOS,"['BLANCO, G. and', 'AZEVEDO-MARQUES, PAULO M. and', 'TRAINA, C. and', 'TRAINA, A. and', 'JORGE, ANA E. S. and', 'OLIVEIRA, D. and', 'BEDO, M. V. N. and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.1016/j.future.2020.01.030,BioinfoPortal: A scientific gateway for integrating bioinformatics applications on the Brazilian national high-performance computing network,2020,Inglês,Future Generation Computer Systems,SEM_DADOS,SEM_DADOS,"['OCAÑA, K. and', 'GALHEIGO, M. and', 'OSTHOFF, C. and', 'GADELHA, L. and', 'PORTO, F. and', 'GOMES, A. T. A. and', 'OLIVEIRA, D. and', 'VASCONCELOS, A. T. R. and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.1002/cpe.5590,OLAP parallel query processing in clouds with C-ParGRES,2020,Inglês,CONCURRENCY AND COMPUTATION-PRACTICE &amp; EXPERIENCE,SEM_DADOS,SEM_DADOS,"['W. M. RIBEIRO, MARCELLO and', 'A. B. LIMA, ALEXANDRE and', 'OLIVEIRA, DANIEL and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.1007/s10586-019-02920-6,Provenance-based fault tolerance technique recommendation for cloud-based scientific workflows: a practical approach,2020,Inglês,Cluster Computing-The Journal of Networks Software Tools and Applications,SEM_DADOS,SEM_DADOS,"['GUEDES, THAYLON and', 'JESUS, LEONARDO A. and', 'OCAÑA, KARY A. C. S. and', 'DRUMMOND, LUCIA M. A. and', 'DE OLIVEIRA, DANIEL and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.1016/j.future.2018.05.078,Adding domain data to code profiling tools to debug workflow parallel execution,2020,Inglês,Future Generation Computer Systems,SEM_DADOS,SEM_DADOS,"['SILVA, VÍTOR and', 'NEVES, LEONARDO and', 'SOUZA, RENAN and', 'COUTINHO, ALVARO L.G.A. and', 'DE OLIVEIRA, DANIEL and', 'MATTOSO, MARTA and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.1016/j.future.2020.05.031,Capturing and Analyzing Provenance from Spark-based Scientific Workflows with SAMbA-RaP,2020,Inglês,Future Generation Computer Systems,SEM_DADOS,SEM_DADOS,"['GUEDES, THAYLON and', 'MARTINS, LUCAS BERTELLI and', 'FALCI, MARIA LUIZA FURTUOZO and', 'SILVA, VITOR and', 'OCAÑA, KARY A.C.S. and', 'MATTOSO, MARTA and', 'BEDO, MARCOS V.N. and', 'OLIVEIRA, DANIEL DE and']"
LATTES,PERIODICO,0743793296062293,Daniel Cardoso Moraes de Oliveira,10.4018/jaeis.2013040103,A Forecasting Method for Fertilizers Consumption in Brazil,2013,Inglês,International Journal of Agricultural and Environmental Information Systems,SEM_DADOS,SEM_DADOS,"['OGASAWARA, E. and', 'OLIVEIRA, D. and', 'PACHOAL, F. and', 'CASTANEDA, R. and', 'AMORIM, M. and', 'MAURO, R. and', 'SOARES, J. and', 'QUADROS, J. and', 'BEZERRA, E. and']"
