ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO,
6405951782839858,Revista Eletrônica de Iniciação Científica,2010,,,
6405951782839858,Information Systems Journal,2015,,,
6405951782839858,IEEE Multimedia,2015,,,
6405951782839858,Encontros Bibli,2007,2012,,
6405951782839858,Universität Leipzig,2017,2017,Estágio sênior financiado pela CAPES,
8287139445606249,Petróleo Brasileiro - Rio de Janeiro - Matriz,2018,,Analista de Sistemas,
8287139445606249,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,2014,2018,Técnico de Tecnologia da Informação,
1419227384882133,Neoway Business Solutions,2010,,Administrador de Bancos de Dados,
1419227384882133,Softplan Planejamento e Sistemas,2008,2010,Analista de Sistemas,
1419227384882133,Cellmidia,2005,2008,Administrador de Bancos de Dados,
1419227384882133,Banco de Dados,2003,2005,Analista de Dados,
4027952448873096,Desbravador Automação Hoteleira,2007,2007,Estagiario,
4027952448873096,Universidade Comunitária da Região de Chapecó,2008,2009,estagiário,
4027952448873096,Universidade Comunitária da Região de Chapecó,2010,2010,Programador de Sistemas II,
1825726627470153,Universidade Tecnológica Federal do Paraná,2016,2017,Iniciação Científica,
1825726627470153,Universidade Tecnológica Federal do Paraná,2018,2018,Iniciação Científica,
5075736089100544,Universidade Salvador,2001,2004,Pesquisador/Professor Horista,
5075736089100544,Universidade Salvador,2009,2010,,
5075736089100544,Faculdade Integrada da Bahia,2004,2004,Professor Assistente,
5075736089100544,Universidade Federal de São Carlos,2004,2006,Pesquisador,
5075736089100544,Universidade de São Paulo,2007,2007,Voluntário,
5075736089100544,Universidade de São Paulo,2008,2008,Bolsista,
5075736089100544,Universidade de São Paulo,2009,2009,Pesquisador,
5075736089100544,Universidade Federal da Bahia,2010,,Associado I,
5075736089100544,Sociedade Brasileira de Computação - Porto Alegre,2013,2015,Membro de comissão,
5075736089100544,JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,2018,,,
